INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
17;19.12.2019 0:00:00;1;0;106519;107148;106730;107436
18;19.12.2019 0:00:00;1;0;105569;105969;105909;106391
19;19.12.2019 0:00:00;1;0;103860;104096;103348;104186
20;19.12.2019 0:00:00;1;0;101965;101640;102755;101970
21;19.12.2019 0:00:00;1;0;98516;98859;101028;101277
22;19.12.2019 0:00:00;1;0;94087;94577;96737;97128
23;19.12.2019 0:00:00;1;0;90619;91119;93329;93553
0;20.12.2019 0:00:00;1;0;88200;88613;90899;91442
1;20.12.2019 0:00:00;1;0;87462;87094;90380;90100
2;20.12.2019 0:00:00;1;0;86602;86881;89563;89996
3;20.12.2019 0:00:00;1;0;86868;87727;90068;90642
4;20.12.2019 0:00:00;1;0;89645;89708;93517;92763
5;20.12.2019 0:00:00;1;0;93472;94133;97041;96531
6;20.12.2019 0:00:00;1;0;99294;99971;101939;101802
7;20.12.2019 0:00:00;1;0;103009;103514;103697;103895
8;20.12.2019 0:00:00;1;0;105740;106418;107021;106857
9;20.12.2019 0:00:00;1;0;106013;106806;107003;107206
10;20.12.2019 0:00:00;1;0;105364;106109;106321;106650
11;20.12.2019 0:00:00;1;0;104336;105206;105293;105640
12;20.12.2019 0:00:00;1;0;104510;105095;107956;107301
13;20.12.2019 0:00:00;1;0;104673;104974;107093;107133
14;20.12.2019 0:00:00;1;0;104570;105311;104968;105676
15;20.12.2019 0:00:00;1;0;105722;106632;106688;106582
16;20.12.2019 0:00:00;1;0;107052;107555;107737;107524
17;20.12.2019 0:00:00;1;0;106837;107104;107005;107186
18;20.12.2019 0:00:00;1;0;105663;106076;106185;106164
19;20.12.2019 0:00:00;1;0;103395;104196;103751;104302
20;20.12.2019 0:00:00;1;0;101681;101989;101993;102124
21;20.12.2019 0:00:00;1;0;99216;99187;101629;101274
22;20.12.2019 0:00:00;1;0;95208;95132;97687;97885
23;20.12.2019 0:00:00;1;0;91883;91759;94645;94507
0;21.12.2019 0:00:00;1;0;89666;89856;92665;92761
1;21.12.2019 0:00:00;1;0;87996;88329;91310;91433
2;21.12.2019 0:00:00;1;0;86783;87668;89938;91081
3;21.12.2019 0:00:00;1;0;87319;87790;90749;90974
4;21.12.2019 0:00:00;1;0;88088;88397;91870;91838
5;21.12.2019 0:00:00;1;0;90125;90876;93988;94077
6;21.12.2019 0:00:00;1;0;93816;94193;97641;97300
7;21.12.2019 0:00:00;1;0;96819;97374;100450;100356
8;21.12.2019 0:00:00;1;0;100244;100265;103911;103001
9;21.12.2019 0:00:00;1;0;101778;102402;105224;104915
10;21.12.2019 0:00:00;1;0;102321;102673;106247;105217
11;21.12.2019 0:00:00;1;0;101946;102684;105475;105373
12;21.12.2019 0:00:00;1;0;101424;102526;105180;105315
13;21.12.2019 0:00:00;1;0;101482;102052;105686;104985
14;21.12.2019 0:00:00;1;0;102223;102607;105904;105406
15;21.12.2019 0:00:00;1;0;103936;104201;107908;106900
16;21.12.2019 0:00:00;1;0;105463;106126;109107;108588
17;21.12.2019 0:00:00;1;0;104553;105942;107826;108244
18;21.12.2019 0:00:00;1;0;103393;104628;106901;107343
19;21.12.2019 0:00:00;1;0;102299;102612;105660;105068
20;21.12.2019 0:00:00;1;0;100513;100715;103847;103214
21;21.12.2019 0:00:00;1;0;97559;98278;100450;100975
22;21.12.2019 0:00:00;1;0;94085;94815;96585;97202
23;21.12.2019 0:00:00;1;0;91231;91652;93800;94492
0;22.12.2019 0:00:00;1;0;88915;89271;91789;92672
1;22.12.2019 0:00:00;1;0;86928;87757;90493;91253
2;22.12.2019 0:00:00;1;0;86406;86848;89868;90656
3;22.12.2019 0:00:00;1;0;85886;86763;89486;90362
4;22.12.2019 0:00:00;1;0;86893;87468;90885;91238
5;22.12.2019 0:00:00;1;0;88685;89144;92641;92735
6;22.12.2019 0:00:00;1;0;91098;91754;95597;95266
7;22.12.2019 0:00:00;1;0;93393;94239;97111;97609
8;22.12.2019 0:00:00;1;0;96452;97024;100822;100149
9;22.12.2019 0:00:00;1;0;98368;99370;102753;102175
10;22.12.2019 0:00:00;1;0;99406;100340;103813;103127
11;22.12.2019 0:00:00;1;0;99549;100181;103270;103153
12;22.12.2019 0:00:00;1;0;99660;99785;103742;102889
13;22.12.2019 0:00:00;1;0;99659;99813;104093;102980
14;22.12.2019 0:00:00;1;0;100750;100880;105050;103790
15;22.12.2019 0:00:00;1;0;102656;102962;106759;105466
16;22.12.2019 0:00:00;1;0;104302;104994;108094;107397
17;22.12.2019 0:00:00;1;0;103907;105105;107463;107445
18;22.12.2019 0:00:00;1;0;102960;104125;107016;106646
19;22.12.2019 0:00:00;1;0;101357;102074;104871;104700
20;22.12.2019 0:00:00;1;0;99853;100207;102855;102353
21;22.12.2019 0:00:00;1;0;97058;97637;99750;100083
22;22.12.2019 0:00:00;1;0;92985;94004;95247;96387
23;22.12.2019 0:00:00;1;0;90211;90596;92851;93102
0;23.12.2019 0:00:00;1;0;87615;88075;91106;91721
1;23.12.2019 0:00:00;1;0;86319;86991;90151;90687
2;23.12.2019 0:00:00;1;0;85545;86234;89794;90373
3;23.12.2019 0:00:00;1;0;86161;86797;90637;90718
4;23.12.2019 0:00:00;1;0;88340;88540;93398;92590
5;23.12.2019 0:00:00;1;0;92753;92883;96298;95731
6;23.12.2019 0:00:00;1;0;98606;98995;101130;101003
7;23.12.2019 0:00:00;1;0;102478;103462;103112;103778
8;23.12.2019 0:00:00;1;0;105917;106207;107216;106482
9;23.12.2019 0:00:00;1;0;106384;106312;107424;106727
10;23.12.2019 0:00:00;1;0;105691;106326;106627;106566
11;23.12.2019 0:00:00;1;0;104984;105386;106340;105673
12;23.12.2019 0:00:00;1;0;104978;105422;108492;107836
13;23.12.2019 0:00:00;1;0;105103;105565;108064;108079
14;23.12.2019 0:00:00;1;0;105366;105866;106315;106744
15;23.12.2019 0:00:00;1;0;106424;107211;107942;107620
16;23.12.2019 0:00:00;1;0;106789;108059;107709;108651
17;23.12.2019 0:00:00;1;0;105981;107743;106886;108176
18;23.12.2019 0:00:00;1;0;105122;105862;106008;106364
19;23.12.2019 0:00:00;1;0;103326;103319;103629;103525
20;23.12.2019 0:00:00;1;0;101284;101392;101685;101381
21;23.12.2019 0:00:00;1;0;98105;98596;100271;100356
22;23.12.2019 0:00:00;1;0;93592;94078;96425;96572
23;23.12.2019 0:00:00;1;0;90216;90601;92696;92734
0;24.12.2019 0:00:00;1;0;87521;87927;90688;91173
1;24.12.2019 0:00:00;1;0;85971;86703;89710;90075
2;24.12.2019 0:00:00;1;0;85614;86016;89664;89814
3;24.12.2019 0:00:00;1;0;85853;86521;90010;89998
4;24.12.2019 0:00:00;1;0;87989;88715;92634;92230
5;24.12.2019 0:00:00;1;0;92199;92894;96111;95745
6;24.12.2019 0:00:00;1;0;97707;98849;100844;100767
7;24.12.2019 0:00:00;1;0;101907;102620;102202;102784
8;24.12.2019 0:00:00;1;0;104220;105098;104979;105332
9;24.12.2019 0:00:00;1;0;104961;106082;105542;106368
10;24.12.2019 0:00:00;1;0;104618;105315;106069;105597
11;24.12.2019 0:00:00;1;0;103768;104304;104354;104794
12;24.12.2019 0:00:00;1;0;103835;104056;107387;106639
13;24.12.2019 0:00:00;1;0;104067;104420;106842;107058
14;24.12.2019 0:00:00;1;0;104600;104762;105725;105453
15;24.12.2019 0:00:00;1;0;105949;106062;106946;106558
16;24.12.2019 0:00:00;1;0;106876;107532;107581;107860
17;24.12.2019 0:00:00;1;0;106419;106807;106600;107089
18;24.12.2019 0:00:00;1;0;105776;105759;105709;105988
19;24.12.2019 0:00:00;1;0;103593;104049;103776;104129
20;24.12.2019 0:00:00;1;0;101381;101860;101982;101752
21;24.12.2019 0:00:00;1;0;98660;98676;101388;100639
22;24.12.2019 0:00:00;1;0;94048;94416;96601;96841
23;24.12.2019 0:00:00;1;0;90198;90876;93055;93356
0;25.12.2019 0:00:00;1;0;88213;88474;90752;91221
1;25.12.2019 0:00:00;1;0;86959;86831;89846;90044
2;25.12.2019 0:00:00;1;0;86244;86484;89894;89999
3;25.12.2019 0:00:00;1;0;86565;87228;90009;90366
4;25.12.2019 0:00:00;1;0;88905;89195;92257;92402
5;25.12.2019 0:00:00;1;0;93020;93197;96223;95610
6;25.12.2019 0:00:00;1;0;98606;98947;101464;100771
7;25.12.2019 0:00:00;1;0;102319;103001;103351;103308
8;25.12.2019 0:00:00;1;0;105299;105712;106351;106265
9;25.12.2019 0:00:00;1;0;105646;106218;106718;106734
10;25.12.2019 0:00:00;1;0;105029;105625;106017;106090
11;25.12.2019 0:00:00;1;0;104216;104817;105307;105195
12;25.12.2019 0:00:00;1;0;104214;104620;107638;106799
13;25.12.2019 0:00:00;1;0;104508;104524;106530;106734
14;25.12.2019 0:00:00;1;0;104961;105390;105854;105973
15;25.12.2019 0:00:00;1;0;106298;106545;107043;106828
16;25.12.2019 0:00:00;1;0;106796;107481;107291;107770
17;25.12.2019 0:00:00;1;0;106116;107175;106712;107363
18;25.12.2019 0:00:00;1;0;105364;105873;105935;106038
19;25.12.2019 0:00:00;1;0;103429;103832;104108;103834
20;25.12.2019 0:00:00;1;0;101686;101722;101917;101601
21;25.12.2019 0:00:00;1;0;98787;98857;101204;100517
22;25.12.2019 0:00:00;1;0;94394;94524;96467;96386
23;25.12.2019 0:00:00;1;0;91038;91080;93048;93243
0;26.12.2019 0:00:00;1;0;88316;88547;90938;91579
1;26.12.2019 0:00:00;1;0;86680;87202;89740;90144
2;26.12.2019 0:00:00;1;0;86115;86873;89507;89769
3;26.12.2019 0:00:00;1;0;86868;87271;89809;89925
4;26.12.2019 0:00:00;1;0;88744;89318;92282;91953
5;26.12.2019 0:00:00;1;0;93124;93757;96058;95987
6;26.12.2019 0:00:00;1;0;98244;99295;100181;100785
7;26.12.2019 0:00:00;1;0;102231;103345;102943;103183
8;26.12.2019 0:00:00;1;0;105405;105844;106156;105807
9;26.12.2019 0:00:00;1;0;106280;105920;106415;106167
10;26.12.2019 0:00:00;1;0;105688;105940;106192;105997
11;26.12.2019 0:00:00;1;0;104378;105068;105365;105225
12;26.12.2019 0:00:00;1;0;104341;105280;106977;107077
13;26.12.2019 0:00:00;1;0;104615;105329;106237;107070
14;26.12.2019 0:00:00;1;0;105107;105639;105551;105774
15;26.12.2019 0:00:00;1;0;106391;106853;106697;106715
16;26.12.2019 0:00:00;1;0;107045;107604;107362;107552
17;26.12.2019 0:00:00;1;0;106808;107608;106556;107465
18;26.12.2019 0:00:00;1;0;106078;106569;106427;106280
19;26.12.2019 0:00:00;1;0;104029;104461;103893;104324
20;26.12.2019 0:00:00;1;0;102039;102415;102047;102288
21;26.12.2019 0:00:00;1;0;99081;99223;101177;100672
22;26.12.2019 0:00:00;1;0;94782;94926;96664;96499
23;26.12.2019 0:00:00;1;0;91673;91433;94088;93504
0;27.12.2019 0:00:00;1;0;89072;88947;91190;91501
1;27.12.2019 0:00:00;1;0;87421;87752;90082;90232
2;27.12.2019 0:00:00;1;0;86987;87283;90569;90046
3;27.12.2019 0:00:00;1;0;87593;87845;90705;90450
4;27.12.2019 0:00:00;1;0;89380;89951;92932;92631
5;27.12.2019 0:00:00;1;0;93446;94227;96832;96883
6;27.12.2019 0:00:00;1;0;98875;99326;100581;100902
7;27.12.2019 0:00:00;1;0;102814;103176;102638;103345
8;27.12.2019 0:00:00;1;0;105858;106064;106272;106132
9;27.12.2019 0:00:00;1;0;106425;106725;107121;107005
10;27.12.2019 0:00:00;1;0;105486;106604;106145;106684
11;27.12.2019 0:00:00;1;0;105191;105317;105832;105637
12;27.12.2019 0:00:00;1;0;104938;105234;107589;107225
13;27.12.2019 0:00:00;1;0;104851;105585;106915;107262
14;27.12.2019 0:00:00;1;0;104971;105504;105431;105759
15;27.12.2019 0:00:00;1;0;105985;106567;106055;106445
16;27.12.2019 0:00:00;1;0;106426;107606;106422;107321
17;27.12.2019 0:00:00;1;0;106607;107164;107112;106954
18;27.12.2019 0:00:00;1;0;105246;105783;104785;105929
19;27.12.2019 0:00:00;1;0;103470;104086;103685;104138
20;27.12.2019 0:00:00;1;0;101568;101846;101356;101792
21;27.12.2019 0:00:00;1;0;98708;99048;100483;100702
22;27.12.2019 0:00:00;1;0;95193;94948;97691;97175
23;27.12.2019 0:00:00;1;0;91897;91715;94822;94055
0;28.12.2019 0:00:00;1;0;89401;89707;92794;92598
1;28.12.2019 0:00:00;1;0;87801;88189;91301;91259
2;28.12.2019 0:00:00;1;0;87071;87477;90565;90649
3;28.12.2019 0:00:00;1;0;87163;87581;90745;90618
4;28.12.2019 0:00:00;1;0;88139;88832;92366;92069
5;28.12.2019 0:00:00;1;0;90471;90870;94574;94110
6;28.12.2019 0:00:00;1;0;94170;94264;98180;97442
7;28.12.2019 0:00:00;1;0;96986;97487;100609;100499
8;28.12.2019 0:00:00;1;0;100420;100478;104133;103083
9;28.12.2019 0:00:00;1;0;102225;102475;105703;105080
10;28.12.2019 0:00:00;1;0;102218;103294;105975;105848
11;28.12.2019 0:00:00;1;0;101918;102830;105333;105478
12;28.12.2019 0:00:00;1;0;101559;102473;105389;105154
13;28.12.2019 0:00:00;1;0;101667;102040;105076;104957
14;28.12.2019 0:00:00;1;0;101905;102691;105752;105670
15;28.12.2019 0:00:00;1;0;103229;104317;107374;106852
16;28.12.2019 0:00:00;1;0;105138;105838;108926;108300
17;28.12.2019 0:00:00;1;0;104544;105693;108087;108145
18;28.12.2019 0:00:00;1;0;103416;104345;107697;107107
19;28.12.2019 0:00:00;1;0;101789;102762;105241;105394
20;28.12.2019 0:00:00;1;0;100527;101101;103568;103562
21;28.12.2019 0:00:00;1;0;97933;98260;101049;100884
22;28.12.2019 0:00:00;1;0;94450;95081;97560;97599
23;28.12.2019 0:00:00;1;0;91414;91931;94301;94475
0;29.12.2019 0:00:00;1;0;89139;89779;91810;92394
1;29.12.2019 0:00:00;1;0;87436;87852;90933;90840
2;29.12.2019 0:00:00;1;0;86181;87089;89700;90188
3;29.12.2019 0:00:00;1;0;86520;87284;89855;90163
4;29.12.2019 0:00:00;1;0;86894;87899;90470;90970
5;29.12.2019 0:00:00;1;0;88726;89768;92436;92861
6;29.12.2019 0:00:00;1;0;91229;92246;95003;95319
7;29.12.2019 0:00:00;1;0;93862;94807;97505;97647
8;29.12.2019 0:00:00;1;0;96877;97528;100316;100341
9;29.12.2019 0:00:00;1;0;99354;99957;103432;102724
10;29.12.2019 0:00:00;1;0;100061;100459;103604;103342
11;29.12.2019 0:00:00;1;0;100287;100495;103886;103447
12;29.12.2019 0:00:00;1;0;100290;100380;104009;103432
13;29.12.2019 0:00:00;1;0;100115;100590;103841;103646
14;29.12.2019 0:00:00;1;0;101119;101503;105072;104454
15;29.12.2019 0:00:00;1;0;102680;103397;106727;106148
16;29.12.2019 0:00:00;1;0;104461;105288;108124;108170
17;29.12.2019 0:00:00;1;0;104900;105306;108484;108170
18;29.12.2019 0:00:00;1;0;103736;104169;107754;107250
19;29.12.2019 0:00:00;1;0;102258;102749;105607;105645
20;29.12.2019 0:00:00;1;0;100799;101185;103846;103928
21;29.12.2019 0:00:00;1;0;98505;98600;101693;101298
22;29.12.2019 0:00:00;1;0;94939;95263;97818;97735
23;29.12.2019 0:00:00;1;0;91496;92271;93173;94357
0;30.12.2019 0:00:00;1;0;88486;89261;91849;92559
1;30.12.2019 0:00:00;1;0;87283;87660;90350;90789
2;30.12.2019 0:00:00;1;0;86162;86673;88910;89724
3;30.12.2019 0:00:00;1;0;86675;87165;89576;89743
4;30.12.2019 0:00:00;1;0;88639;89208;91331;91458
5;30.12.2019 0:00:00;1;0;92187;93721;95005;95159
6;30.12.2019 0:00:00;1;0;96758;99055;98572;100172
7;30.12.2019 0:00:00;1;0;100394;102438;101433;103465
8;30.12.2019 0:00:00;1;0;103259;104119;104653;105178
9;30.12.2019 0:00:00;1;0;104298;104591;105272;105751
10;30.12.2019 0:00:00;1;0;103663;104351;105168;105383
11;30.12.2019 0:00:00;1;0;102807;103659;104784;104682
12;30.12.2019 0:00:00;1;0;103069;102921;106508;105779
13;30.12.2019 0:00:00;1;0;102706;103117;105801;105831
14;30.12.2019 0:00:00;1;0;102870;103886;104503;105002
15;30.12.2019 0:00:00;1;0;104608;104947;106122;105778
16;30.12.2019 0:00:00;1;0;105882;105993;106991;106816
17;30.12.2019 0:00:00;1;0;105399;106212;107192;107272
18;30.12.2019 0:00:00;1;0;104403;105159;105788;106161
19;30.12.2019 0:00:00;1;0;103348;103381;104074;104166
20;30.12.2019 0:00:00;1;0;101612;101466;102855;102411
21;30.12.2019 0:00:00;1;0;99074;98915;102307;101713
22;30.12.2019 0:00:00;1;0;95314;94777;98527;97888
23;30.12.2019 0:00:00;1;0;91678;91973;95335;95323
0;31.12.2019 0:00:00;1;0;88706;89224;90601;91639
1;31.12.2019 0:00:00;1;0;86574;87530;88637;89844
2;31.12.2019 0:00:00;1;0;85320;86592;87371;88524
3;31.12.2019 0:00:00;1;0;85854;86583;87703;88094
4;31.12.2019 0:00:00;1;0;86714;87678;88607;89139
5;31.12.2019 0:00:00;1;0;89010;90531;91073;91373
6;31.12.2019 0:00:00;1;0;91940;93794;93117;94455
7;31.12.2019 0:00:00;1;0;95228;96426;96665;96979
8;31.12.2019 0:00:00;1;0;96805;98064;97522;98777
9;31.12.2019 0:00:00;1;0;98698;99291;99350;99722
10;31.12.2019 0:00:00;1;0;98648;99246;99514;99820
11;31.12.2019 0:00:00;1;0;98676;98536;99942;99230
12;31.12.2019 0:00:00;1;0;97910;98408;100553;100994
13;31.12.2019 0:00:00;1;0;97709;98311;100365;100757
14;31.12.2019 0:00:00;1;0;97996;98640;99921;99540
15;31.12.2019 0:00:00;1;0;99161;99952;100335;100596
16;31.12.2019 0:00:00;1;0;101157;101893;102349;102438
17;31.12.2019 0:00:00;1;0;100802;102362;101329;102869
18;31.12.2019 0:00:00;1;0;99766;100855;100835;101666
19;31.12.2019 0:00:00;1;0;97870;98092;99398;99333
20;31.12.2019 0:00:00;1;0;95966;96977;97571;98100
21;31.12.2019 0:00:00;1;0;93882;94417;97843;97311
22;31.12.2019 0:00:00;1;0;91384;91620;95095;94711
23;31.12.2019 0:00:00;1;0;88055;88109;91521;92027
0;01.01.2020 0:00:00;1;0;87139;87730;89828;90417
1;01.01.2020 0:00:00;1;0;84951;85836;87883;88661
2;01.01.2020 0:00:00;1;0;83583;84258;86170;87291
3;01.01.2020 0:00:00;1;0;82339;82818;84529;85974
4;01.01.2020 0:00:00;1;0;82002;82371;83870;84935
5;01.01.2020 0:00:00;1;0;82190;82683;83948;85031
6;01.01.2020 0:00:00;1;0;82349;83231;83930;85318
7;01.01.2020 0:00:00;1;0;82158;83725;84137;86078
8;01.01.2020 0:00:00;1;0;83340;84500;85291;86678
9;01.01.2020 0:00:00;1;0;84522;85535;85748;87656
10;01.01.2020 0:00:00;1;0;85715;86927;88040;88950
11;01.01.2020 0:00:00;1;0;86797;87456;88655;89677
12;01.01.2020 0:00:00;1;0;87392;87888;89665;90118
13;01.01.2020 0:00:00;1;0;87787;88230;90454;90691
14;01.01.2020 0:00:00;1;0;88387;88857;91602;91234
15;01.01.2020 0:00:00;1;0;90027;90865;93127;92940
16;01.01.2020 0:00:00;1;0;92576;93307;95695;95168
17;01.01.2020 0:00:00;1;0;92757;94454;95803;96326
18;01.01.2020 0:00:00;1;0;92537;93807;95346;95957
19;01.01.2020 0:00:00;1;0;92140;92663;95148;95201
20;01.01.2020 0:00:00;1;0;91094;91355;93280;93644
21;01.01.2020 0:00:00;1;0;89862;90203;91601;91755
22;01.01.2020 0:00:00;1;0;87501;87860;89957;90222
23;01.01.2020 0:00:00;1;0;85292;85536;88185;88233
0;02.01.2020 0:00:00;1;0;83266;83917;86788;87654
1;02.01.2020 0:00:00;1;0;81782;82455;85197;85745
2;02.01.2020 0:00:00;1;0;80945;81500;84265;85000
3;02.01.2020 0:00:00;1;0;80948;81134;84424;84688
4;02.01.2020 0:00:00;1;0;81337;81571;84276;84582
5;02.01.2020 0:00:00;1;0;82747;83792;85597;86224
6;02.01.2020 0:00:00;1;0;84744;85294;87425;87971
7;02.01.2020 0:00:00;1;0;86118;86842;89378;89392
8;02.01.2020 0:00:00;1;0;88796;89222;92297;91641
9;02.01.2020 0:00:00;1;0;90675;91421;94336;94488
10;02.01.2020 0:00:00;1;0;91737;92748;95373;95789
11;02.01.2020 0:00:00;1;0;92046;92872;95752;95970
12;02.01.2020 0:00:00;1;0;92191;93002;95896;96220
13;02.01.2020 0:00:00;1;0;91943;93105;95856;96533
14;02.01.2020 0:00:00;1;0;92840;93560;96925;96944
15;02.01.2020 0:00:00;1;0;94661;94644;98887;98105
16;02.01.2020 0:00:00;1;0;96356;97372;100838;100611
17;02.01.2020 0:00:00;1;0;96605;97795;100839;101103
18;02.01.2020 0:00:00;1;0;95788;97058;99612;100542
19;02.01.2020 0:00:00;1;0;94721;95777;98190;99515
20;02.01.2020 0:00:00;1;0;93790;93729;97021;97427
21;02.01.2020 0:00:00;1;0;91801;92175;95419;95900
22;02.01.2020 0:00:00;1;0;89025;89605;92518;93342
23;02.01.2020 0:00:00;1;0;86293;86821;90057;90568
0;03.01.2020 0:00:00;1;0;83850;84655;87096;88449
1;03.01.2020 0:00:00;1;0;82653;82954;86271;86940
2;03.01.2020 0:00:00;1;0;81592;81788;83961;84698
3;03.01.2020 0:00:00;1;0;81606;81970;84069;84508
4;03.01.2020 0:00:00;1;0;82343;82661;84795;85000
5;03.01.2020 0:00:00;1;0;83934;84262;86320;86474
6;03.01.2020 0:00:00;1;0;86075;86403;88728;88583
7;03.01.2020 0:00:00;1;0;88377;88756;91513;90959
8;03.01.2020 0:00:00;1;0;91464;91274;94832;93268
9;03.01.2020 0:00:00;1;0;92854;93755;96174;95511
10;03.01.2020 0:00:00;1;0;94738;95110;97625;97358
11;03.01.2020 0:00:00;1;0;94687;95227;97587;97580
12;03.01.2020 0:00:00;1;0;94475;95429;97792;97843
13;03.01.2020 0:00:00;1;0;94448;95547;97889;98069
14;03.01.2020 0:00:00;1;0;95141;95742;98808;98166
15;03.01.2020 0:00:00;1;0;96437;97331;100447;99696
16;03.01.2020 0:00:00;1;0;98293;99277;102120;101608
17;03.01.2020 0:00:00;1;0;98379;99597;101799;101664
18;03.01.2020 0:00:00;1;0;97644;98388;100660;100423
19;03.01.2020 0:00:00;1;0;96138;96703;99025;98907
20;03.01.2020 0:00:00;1;0;95337;95306;97484;97415
21;03.01.2020 0:00:00;1;0;92834;92913;95361;95120
22;03.01.2020 0:00:00;1;0;90013;90603;92520;92605
23;03.01.2020 0:00:00;1;0;87283;87616;90339;90218
0;04.01.2020 0:00:00;1;0;84620;85240;88119;88078
1;04.01.2020 0:00:00;1;0;82911;83813;85978;86725
2;04.01.2020 0:00:00;1;0;82369;82956;85000;85216
3;04.01.2020 0:00:00;1;0;82106;82808;84281;84871
4;04.01.2020 0:00:00;1;0;82520;83253;84970;85410
5;04.01.2020 0:00:00;1;0;84265;84983;86868;86869
6;04.01.2020 0:00:00;1;0;86732;87122;89315;89039
7;04.01.2020 0:00:00;1;0;88752;89642;91121;90977
8;04.01.2020 0:00:00;1;0;92264;92539;94919;93890
9;04.01.2020 0:00:00;1;0;94242;94419;97315;96100
10;04.01.2020 0:00:00;1;0;95162;95647;97920;97340
11;04.01.2020 0:00:00;1;0;95426;96113;97718;97816
12;04.01.2020 0:00:00;1;0;95517;96031;98150;97727
13;04.01.2020 0:00:00;1;0;95272;95817;98742;97696
14;04.01.2020 0:00:00;1;0;96073;96521;99204;98302
15;04.01.2020 0:00:00;1;0;97205;97833;100171;99518
16;04.01.2020 0:00:00;1;0;98809;99815;101732;101432
17;04.01.2020 0:00:00;1;0;98794;100023;101860;101732
18;04.01.2020 0:00:00;1;0;97834;99101;100892;100856
19;04.01.2020 0:00:00;1;0;96454;97223;98932;98829
20;04.01.2020 0:00:00;1;0;95199;95728;97862;97351
21;04.01.2020 0:00:00;1;0;92520;93615;94996;95172
22;04.01.2020 0:00:00;1;0;90206;90598;92339;92054
23;04.01.2020 0:00:00;1;0;87176;87758;89679;89823
0;05.01.2020 0:00:00;1;0;85239;85212;88137;87906
1;05.01.2020 0:00:00;1;0;83380;83631;87778;87519
2;05.01.2020 0:00:00;1;0;82386;82772;86170;86163
3;05.01.2020 0:00:00;1;0;82046;82841;86036;86299
4;05.01.2020 0:00:00;1;0;82870;83554;87232;87097
5;05.01.2020 0:00:00;1;0;84391;85062;88649;88391
6;05.01.2020 0:00:00;1;0;86095;87566;90344;90428
7;05.01.2020 0:00:00;1;0;88501;89887;91674;92357
8;05.01.2020 0:00:00;1;0;91362;92482;94465;94611
9;05.01.2020 0:00:00;1;0;93485;94385;96591;96414
10;05.01.2020 0:00:00;1;0;94333;95285;97435;97303
11;05.01.2020 0:00:00;1;0;94990;95780;98020;97798
12;05.01.2020 0:00:00;1;0;94557;95308;97825;97346
13;05.01.2020 0:00:00;1;0;94709;95040;98002;97550
14;05.01.2020 0:00:00;1;0;95437;95452;98701;97873
15;05.01.2020 0:00:00;1;0;96198;97171;99676;99426
16;05.01.2020 0:00:00;1;0;98853;99288;102634;101518
17;05.01.2020 0:00:00;1;0;98427;99481;102039;101586
18;05.01.2020 0:00:00;1;0;97962;98866;101117;101176
19;05.01.2020 0:00:00;1;0;96718;97168;99658;99346
20;05.01.2020 0:00:00;1;0;95023;95578;97218;97671
21;05.01.2020 0:00:00;1;0;93239;93491;95305;95543
22;05.01.2020 0:00:00;1;0;90139;90847;92940;92995
23;05.01.2020 0:00:00;1;0;87448;88099;90580;90315
0;06.01.2020 0:00:00;1;0;84772;85682;88530;89300
1;06.01.2020 0:00:00;1;0;83269;83893;87248;87854
2;06.01.2020 0:00:00;1;0;82326;82882;85644;86114
3;06.01.2020 0:00:00;1;0;82347;82655;85800;85883
4;06.01.2020 0:00:00;1;0;82993;83375;85794;86001
5;06.01.2020 0:00:00;1;0;84297;85085;88418;87850
6;06.01.2020 0:00:00;1;0;87121;87414;90954;89972
